APPLICATION_NUMBER,effective_date,effective_from_date,effective_to_date
G361811,06/19/2008,11/04/2003,NULL
G361852L001,07/01/1980,09/15/1994,NULL
G361906,01/19/2010,09/15/1994,NULL
G361929L001,09/26/1986,09/15/1994,NULL
G361987L001,07/01/1980,09/15/1994,NULL
G362004L001,07/01/1980,09/15/1994,NULL
G362113L001,07/01/1980,09/15/1994,NULL
G362193L001,07/01/1980,09/15/1994,NULL
G362205L001,07/01/1980,09/15/1994,NULL
G362260L001,05/26/2005,09/15/1994,04/20/2006
G362263,06/29/2004,NULL,NULL
G362310,01/19/2010,09/15/1994,NULL
G362335,01/19/2010,09/15/1994,NULL
G362351L001,07/01/1980,09/15/1994,NULL
G362371,06/08/1998,09/15/1994,NULL
G362395L001,05/26/2005,10/19/2001,NULL
G362410A,01/19/2010,11/07/1994,NULL
G362423L001,07/01/1980,09/15/1994,NULL
G362428L001,07/01/1980,09/15/1994,NULL
G362429,01/19/2010,03/28/2000,NULL
G362432,01/19/2010,09/15/1994,NULL
G362434,08/14/2013,09/15/1994,NULL
G362448,04/24/2018,09/15/1994,NULL
G362478L001,07/08/1998,09/15/1994,NULL
G362527,05/31/2005,09/15/1994,NULL
G362560L001,07/01/1980,09/15/1994,NULL
G362581,01/19/2010,09/15/1994,NULL
G362645,07/01/1980,09/15/1994,02/29/2000
G362656L001,07/08/1998,09/15/1994,02/25/2000
G362675,06/11/1998,09/15/1994,NULL
G362695L001,05/22/1991,09/15/1994,NULL
G362720,07/14/2004,NULL,NULL
G362735,02/17/2000,09/15/1994,03/08/2000
G362743,05/06/1980,07/10/2017,NULL
G362746,04/30/1980,09/15/1994,07/03/2001
G362787,01/21/2010,09/15/1994,07/03/2001
G362789,02/14/1983,09/15/1994,07/03/2001
G362791L001,03/14/1983,09/15/1994,NULL
G362799L001,05/26/1983,09/15/1994,NULL
G362803,01/21/2010,09/15/1994,NULL
G362817,02/27/1985,06/20/2004,NULL
G362839,08/20/1985,07/02/2007,NULL
G362856L001,04/01/1987,08/03/2021,NULL
G362857L001,04/01/1987,08/03/2021,NULL
G362861,07/13/2001,07/14/2001,NULL
G362862,06/10/2004,NULL,NULL
G362875,09/03/1987,08/30/2010,NULL
G362880,01/21/2010,09/15/1994,NULL
G362883,01/21/2010,09/15/1994,NULL
G362889,03/04/1988,03/24/2000,NULL
G362911L001,07/20/1988,09/15/1994,NULL
G362925,01/21/2010,09/15/1994,NULL
G362965,06/01/2005,09/15/1994,NULL
G362972,01/21/2010,09/15/1994,NULL
G362979,06/10/2004,NULL,NULL
G362981,01/21/2010,07/06/2000,NULL
G362995,01/21/2010,09/15/1994,NULL
G362996,07/23/2003,NULL,NULL
G362999,01/21/2010,09/15/1994,NULL
G363011,08/22/2014,08/26/1999,NULL
G363018,04/24/2018,09/15/1994,NULL
G363028,06/17/2002,02/08/1995,06/17/2002
G363047,01/21/2010,09/15/1994,NULL
G363051,01/21/2010,09/15/1994,NULL
G363054L001,08/10/2004,09/29/2003,08/10/2004
G363070,08/31/1990,07/15/2004,NULL
G363080,08/31/1990,07/15/2004,NULL
G363085,08/31/1990,07/15/2004,NULL
G363088,07/14/2004,NULL,NULL
G363101,01/21/2010,09/15/1994,NULL
G363133L001,05/22/1991,09/15/1994,NULL
G363134L001,05/22/1991,09/15/1994,NULL
G363140,01/26/2010,09/15/1994,NULL
G363145,01/26/2010,02/25/2013,NULL
G363163,01/26/2010,09/15/1994,NULL
G363169,01/26/2010,09/15/1994,NULL
G363181,01/26/2010,09/15/1994,NULL
G363190,03/05/1992,07/19/2014,NULL
G363196,01/26/2010,09/15/1994,NULL
G363200,01/26/2010,09/15/1994,NULL
G363203,05/31/2005,09/15/1994,NULL
G363232,05/26/2005,09/15/1994,NULL
G363269,01/26/2010,09/15/1994,NULL
G363282,01/26/2010,06/05/2002,NULL
G363290,01/26/2010,09/15/1994,NULL
G363296,01/26/2010,09/15/1994,NULL
G363303,01/26/2010,09/15/1994,NULL
G363309,06/01/2005,09/15/1994,04/21/2006
G363326,05/31/2005,09/15/1994,NULL
G363352,01/26/2010,12/07/1994,NULL
G363354,06/30/2009,09/15/1994,NULL
G363360,01/26/2010,09/15/1994,NULL
G363379,04/19/2011,09/15/1994,NULL
G363392,02/25/1993,09/15/1994,NULL
G363404,01/26/1993,09/15/1994,NULL
G363407,12/17/1992,09/15/1994,NULL
G363422,09/24/2012,10/11/1994,NULL
G363424,09/24/2012,10/11/1994,NULL
G363429,06/13/2013,09/15/1994,NULL
G363438,06/14/2013,09/15/1994,NULL
G363440,06/14/2013,09/15/1994,NULL
G363475,06/07/1993,09/15/1994,NULL
G363482,06/15/1993,09/15/1994,NULL
G363484,06/15/1993,09/15/1994,NULL
G363492L001,07/01/1993,10/12/1994,NULL
G363497L001,07/01/1993,10/12/1994,NULL
G363509,06/28/1993,09/15/1994,NULL
G363534,04/01/1994,09/15/1994,03/20/2002
G363541,03/04/2015,10/12/1994,NULL
G363543,03/04/2015,10/12/1994,NULL
G363547,04/19/2011,09/15/1994,NULL
G363552,07/01/1994,03/03/2015,NULL
G363561,09/24/2012,02/15/1995,NULL
G363563,09/24/2012,02/15/1995,NULL
G363572,08/10/2010,02/15/1995,NULL
G363585,06/01/2005,05/28/1998,NULL
G363592,05/28/1998,05/28/1998,NULL
G363600,05/29/1998,05/29/1998,NULL
G363615,03/24/2021,06/08/1998,NULL
G363622,06/08/1998,06/08/1998,NULL
G363630,06/03/1998,11/07/2003,NULL
G363641,08/06/2002,07/24/1998,08/06/2002
G363659,04/28/2011,06/17/2010,NULL
G363667,09/29/1998,04/29/1999,NULL
G363683L001,06/30/1999,11/04/2003,NULL
G363716,06/01/2005,01/22/2001,04/21/2006
G363717,01/11/2006,01/23/2001,NULL
G363731,07/26/2001,08/15/2001,NULL
G363733,08/29/2001,01/03/2002,NULL
G363740,08/27/2002,09/27/2002,NULL
G363755L001,02/18/2003,02/21/2003,NULL
G363773L001,07/22/2004,07/23/2004,NULL
G363803,06/19/2009,06/19/2009,NULL
G363818,03/16/2015,03/16/2015,NULL
G560001,06/03/2002,NULL,NULL
G560018L003,07/01/1980,05/21/1998,NULL
G560045L003,07/01/1980,03/04/2016,NULL
G560049L003,07/01/1980,02/27/1996,NULL
G560057L003,07/01/1980,09/15/1994,NULL
G560077L003,07/01/1980,11/10/2003,NULL
G560101L003,07/01/1980,09/15/1994,NULL
G560135,07/01/1980,06/10/2015,NULL
G560204L003,07/01/1980,09/15/1994,NULL
G560206L003,07/01/1980,09/15/1994,NULL
G560297L003,07/01/1980,09/15/1994,NULL
G560372,04/23/2008,07/25/2005,NULL
G560377,08/20/2014,07/25/2005,NULL
G560512L003,07/01/1980,09/15/1994,NULL
G560568L003,07/01/1980,09/15/1994,NULL
G560625L003,07/01/1980,09/15/1994,NULL
G560632L003,07/01/1980,07/27/2001,NULL
G560698L003,07/01/1980,03/21/2002,NULL
G560724L003,07/01/1980,09/15/1994,NULL
G560854,02/26/2020,09/15/1994,NULL
G561036,07/01/1980,09/15/1994,NULL
G561061,04/23/2008,02/20/2002,NULL
G561160L003,07/01/1980,09/15/1994,NULL
G561194L003,07/01/1980,08/15/2002,NULL
G561389L003,07/01/1980,09/15/1994,NULL
G561397,07/27/1989,06/10/2015,NULL
G561531L003,07/28/1980,09/15/1994,NULL
G561622L003,05/03/1982,09/15/1994,NULL
G561644L003,07/18/1983,09/15/1994,NULL
G561645L003,08/01/1983,09/15/1994,NULL
G561649L003,06/29/1984,09/15/1994,NULL
G561787,06/01/1998,06/01/1998,NULL
G561843,06/30/2010,06/30/2010,NULL
G561845,06/30/2010,06/30/2010,NULL
G561847,02/16/2011,10/21/2022,NULL
G561861,12/10/2019,12/10/2019,NULL
G561863,03/24/2022,03/24/2022,NULL
H032009,11/04/2013,02/22/2013,NULL
H032944,08/21/2018,07/12/2018,NULL
H033068,03/03/2022,08/08/2022,NULL
H500108,01/25/2018,01/21/2023,NULL
H500246,03/13/2018,03/07/2018,NULL
H500270,06/19/2018,06/20/2023,NULL
H500272,08/26/2021,07/01/2018,NULL
H500298,04/06/2018,02/09/2018,NULL
H500331,09/01/2022,03/07/2018,NULL
H500465,04/02/2018,04/18/2018,NULL
H500522,04/27/2023,12/08/2020,NULL
H500542,05/16/2018,03/14/2018,NULL
H500563,04/17/2020,10/17/2019,NULL
H500621,07/10/2018,05/03/2018,NULL
H500654,06/01/2018,03/26/2018,NULL
H500657,07/20/2018,05/04/2018,NULL
H500687,07/06/2018,03/29/2018,NULL
H500721,06/22/2018,04/17/2018,NULL
H500746,11/05/2018,11/05/2018,NULL
H500748,11/05/2018,11/05/2018,NULL
H500776,06/16/2022,03/29/2018,NULL
H500788,05/10/2018,04/16/2018,NULL
H500796,12/06/2019,12/06/2019,NULL
H500816,07/16/2018,04/20/2018,NULL
H500823,05/10/2018,04/20/2018,NULL
H500849,10/22/2018,09/16/2021,NULL
H500850,03/02/2020,03/31/2018,NULL
H500853,08/10/2018,07/31/2018,NULL
h500859,09/12/2018,04/23/2018,NULL
H500863,06/15/2018,04/16/2018,NULL
H500873,07/11/2018,08/21/2020,NULL
H500879,06/04/2018,04/23/2018,NULL
H500880,05/25/2018,04/23/2018,NULL
H501038,06/29/2018,04/23/2018,NULL
H501079,09/28/2018,09/28/2018,NULL
H501081,06/27/2018,05/02/2018,NULL
H501198,09/19/2018,05/11/2018,NULL
H501390,06/21/2018,06/06/2018,NULL
H501462,05/13/2019,05/13/2019,NULL
H501586,07/26/2018,07/06/2023,NULL
H501795,11/05/2018,11/05/2018,NULL
H501829,11/05/2018,11/05/2018,NULL
H501893,08/31/2018,07/20/2018,NULL
H501913,11/27/2018,12/01/2021,NULL
H501984,10/04/2019,10/04/2019,NULL
H502043,08/17/2018,03/09/2020,NULL
H502072,08/27/2018,07/24/2018,NULL
H502204,09/07/2018,03/11/2021,NULL
H502294,12/10/2020,08/16/2018,NULL
H502326,07/18/2019,07/18/2019,NULL
H502328,10/22/2020,04/09/2019,NULL
H502359,09/14/2018,08/10/2020,NULL
H502394,01/02/2019,10/31/2018,NULL
H502463,03/02/2023,10/12/2018,NULL
H503614,02/24/2020,05/30/2019,NULL
H503678,06/26/2020,12/28/2018,NULL
H503812,01/14/2019,01/14/2019,NULL
H504118,08/28/2019,08/28/2019,NULL
H504249,01/28/2019,12/28/2018,NULL
H504470,12/10/2018,12/10/2018,NULL
H504490,01/28/2019,12/28/2018,NULL
H504760,01/28/2019,12/28/2018,NULL
H504787,02/28/2020,05/17/2023,NULL
H504806,12/28/2018,12/28/2018,NULL
H504808,12/18/2018,12/18/2018,NULL
H505013,12/11/2018,12/11/2018,NULL
H505294,05/09/2019,05/09/2019,NULL
H505332,12/09/2020,01/14/2019,NULL
H505345,09/01/2020,09/09/2019,NULL
H505566,08/28/2019,08/28/2019,NULL
H505602,10/15/2020,04/11/2019,NULL
H505624,04/12/2019,04/12/2019,NULL
H505693,03/14/2019,03/14/2019,NULL
H505722,02/03/2020,02/03/2020,NULL
H505997,12/31/2019,12/31/2019,NULL
H506011,10/04/2019,10/04/2019,NULL
H506088,05/15/2019,05/15/2019,NULL
H506127,09/16/2019,09/16/2019,NULL
H506190,07/03/2019,07/03/2019,NULL
H506241,10/09/2019,09/05/2019,NULL
H506334,02/10/2020,02/10/2020,NULL
H506686,06/13/2019,06/13/2019,NULL
H507034,09/17/2019,10/05/2021,NULL
H507266,10/04/2019,10/04/2019,NULL
H507284,07/31/2019,07/31/2019,NULL
H507568,08/11/2020,07/30/2019,NULL
H507572,11/26/2019,11/26/2019,NULL
H507631,08/28/2019,08/28/2019,NULL
H507739,12/13/2019,12/13/2019,NULL
H507807,11/26/2019,05/30/2023,NULL
H507816,07/25/2019,07/12/2019,NULL
H507911,09/08/2020,11/23/2021,NULL
H508009,11/01/2019,05/10/2022,NULL
H508029,05/01/2020,07/12/2019,NULL
H508126,10/28/2019,10/28/2019,NULL
H508261,10/25/2019,12/15/2020,NULL
H508399,03/29/2023,10/25/2019,NULL
H508419,09/27/2019,09/27/2019,NULL
H508441,03/22/2020,09/26/2019,NULL
H508477,11/22/2019,11/22/2019,NULL
H508511,12/28/2020,10/07/2019,NULL
H508660,05/05/2020,05/05/2020,NULL
H508737,07/19/2021,12/20/2019,NULL
H508759,01/21/2020,01/21/2020,NULL
H508796,12/26/2019,12/26/2019,NULL
H508992,03/12/2020,03/12/2020,NULL
H509107,04/22/2021,03/18/2020,NULL
H509426,01/29/2021,06/09/2020,NULL
H509435,12/22/2020,06/03/2020,NULL
H509460,12/03/2020,06/07/2020,NULL
H509521,06/24/2020,06/24/2020,NULL
H509595,07/22/2020,08/12/2022,NULL
H509622,12/16/2021,12/16/2021,NULL
H509635,05/19/2021,08/10/2020,NULL
H509658,08/21/2020,05/24/2023,NULL
H509688,08/11/2020,08/11/2020,NULL
H509691,08/12/2020,08/12/2020,NULL
H510424,01/14/2022,01/14/2022,NULL
H510538,06/09/2022,03/16/2021,NULL
H510667,04/22/2022,04/22/2022,NULL
H510788,08/25/2022,09/01/2022,NULL
H511261,11/09/2022,11/09/2022,NULL
J000002,01/16/1980,10/25/2005,NULL
J000028,01/29/1993,08/06/2018,NULL
L031163,05/30/2001,12/09/2020,NULL
L031241,02/07/2002,07/13/2017,NULL
L031249,03/12/2002,09/17/2001,NULL
L031270,03/22/2007,03/22/2007,NULL
L031271,03/22/2007,03/09/2012,NULL
L031277,03/22/2007,03/27/2018,NULL
L031287,08/08/2007,11/28/2001,NULL
L031328,08/27/2002,10/19/2022,NULL
L031340,08/05/2005,07/12/2023,NULL
L031392,12/05/2008,05/16/2019,NULL
L031422,03/29/2006,12/17/2002,NULL
L031442,03/09/2005,09/04/2003,NULL
L031444,01/21/2005,08/13/2018,NULL
L031607,05/22/2006,01/19/2016,NULL
L031653,07/10/2012,04/09/2007,NULL
L031812,09/17/2018,12/14/2009,NULL
L031814,03/04/2010,12/21/2009,NULL
L031916,03/05/2012,12/28/2011,NULL
L031928,05/15/2012,02/28/2012,NULL
L031963,09/25/2012,09/04/2012,NULL
L031985,11/14/2012,11/06/2012,NULL
L031989,12/19/2012,11/30/2012,NULL
L032059,10/14/2013,05/14/2013,NULL
L032078,09/30/2016,05/14/2013,NULL
L032085,10/27/2016,05/21/2013,NULL
L032087,10/27/2016,05/21/2013,NULL
L032094,10/27/2016,02/06/2019,NULL
L032096,10/27/2016,02/06/2019,NULL
L032101,01/21/2014,05/23/2013,NULL
L032129,10/31/2016,06/17/2013,NULL
L032186,01/23/2014,08/23/2013,NULL
L032347,12/15/2020,02/11/2015,NULL
L032510,12/29/2017,09/02/2015,NULL
L032542,03/21/2018,11/23/2015,NULL
L032556,06/30/2017,12/22/2015,NULL
L032579,10/05/2018,01/25/2016,NULL
L032732,04/30/2021,10/07/2016,NULL
L032799,07/12/2018,04/20/2017,NULL
L032867,04/05/2019,10/03/2017,NULL
L032884,09/26/2018,11/14/2017,NULL
L032887,05/13/2019,11/27/2017,NULL
L032910,05/15/2019,01/31/2018,NULL
L032951,03/10/2023,07/26/2018,NULL
L033035,04/02/2019,04/02/2019,NULL
L033063,11/29/2021,07/25/2019,NULL
L033158,09/30/2020,09/30/2020,NULL
L033177,01/13/2021,01/13/2021,NULL
L033289,09/27/2023,03/30/2022,NULL
L033304,06/08/2022,06/08/2022,NULL
NJ000074,04/05/2012,08/18/2011,NULL
NJ00008,01/24/2011,01/24/2011,NULL
NJ000087,08/15/2012,NULL,NULL
NJ000216,02/17/2016,02/17/2016,NULL
NJ00045,11/10/2011,11/10/2011,NULL
NJ00051,01/06/2012,NULL,NULL
NJ00057,01/18/2012,NULL,NULL
NJ00059,01/18/2012,NULL,NULL
S000003,05/06/2009,09/15/1994,NULL
S000013,10/31/1966,02/25/2019,NULL
S000018,11/02/1966,11/13/2001,NULL
S000039,11/16/1966,06/28/2013,NULL
S000041,11/18/1966,09/15/1994,NULL
S000043,12/20/1965,12/31/2018,NULL
S000050,11/17/1966,09/15/1994,NULL
S000051,01/01/1966,09/15/1994,NULL
S000062,12/05/1966,09/15/1994,NULL
S000083,08/05/2008,09/15/1994,07/03/1997
S000103,12/28/1966,01/01/2010,NULL
S000106,08/09/2013,09/15/1994,NULL
S000107,09/24/2013,09/15/1994,06/21/2013
S000117,01/04/1967,09/15/1994,NULL
S000125,01/10/1967,09/15/1994,NULL
S000135,04/23/2008,09/15/1994,NULL
S000136,01/16/1967,09/15/1994,NULL
S000147,12/15/2009,09/15/1994,NULL
S000208,01/20/1967,09/15/1994,NULL
S000225,08/01/2013,09/15/1994,NULL
S000238,01/30/1967,09/15/1994,NULL
S000246,01/30/1967,09/15/1994,NULL
S000248,01/30/1967,09/15/1994,NULL
S000249,02/01/1967,09/15/1994,NULL
S000266,06/26/2015,09/15/1994,NULL
S000267,02/14/1967,05/01/2014,NULL
S000285,02/15/1967,02/22/2017,NULL
S000318,09/11/2012,09/15/1994,NULL
S000320,08/18/1966,10/20/2022,NULL
S000322,04/12/1993,09/15/1994,NULL
S000323,05/13/2008,09/15/1994,NULL
S000352,03/06/1967,09/15/1994,NULL
S000356,04/23/2008,09/15/1994,07/14/1997
S000384,08/03/2011,09/15/1994,NULL
S000409,10/19/1965,09/15/1994,NULL
S000428,12/21/2009,11/15/2020,NULL
S000430,03/21/1967,04/08/2019,NULL
S000434,03/23/1967,10/01/1997,NULL
S000438,11/21/2012,09/15/1994,NULL
S000446,03/30/1967,03/30/2017,NULL
S000447,03/30/1967,07/08/2022,NULL
S000449,03/30/1967,07/08/2022,NULL
S000458,03/30/1967,09/15/1994,NULL
S000495,04/01/1967,09/15/1994,NULL
S000544,04/12/1967,10/26/2018,NULL
S000554,02/13/1998,09/15/1994,02/13/1998
S000586,04/19/1967,09/15/1994,NULL
S000591,07/30/2008,09/15/1994,NULL
S000595,04/20/1967,09/15/1994,NULL
S000604,04/23/2008,09/15/1994,NULL
S000610,04/27/1967,09/15/1994,NULL
S000616,05/23/2002,09/15/1994,NULL
S000617,07/30/2008,09/15/1994,NULL
S000623,04/25/1967,01/01/2016,NULL
S000632,05/02/1967,09/15/1994,NULL
S000650,07/30/2009,09/15/1994,NULL
S000669,08/17/2001,NULL,NULL
S000674,05/16/1967,09/15/1994,NULL
S000676,05/16/1967,09/15/1994,NULL
S000680,05/16/1967,09/15/1994,NULL
S000710,08/20/2013,08/03/2004,NULL
S000732,05/29/1967,09/29/2006,NULL
S000735,05/29/1967,09/15/1994,NULL
S000743,05/29/1967,09/15/1994,NULL
S000745,05/29/1967,09/15/1994,NULL
S000770,09/13/1999,NULL,NULL
S000771,06/01/1967,01/15/2015,NULL
S000783,06/05/1967,04/28/2021,NULL
S000791,06/05/1967,09/15/1994,NULL
S000810,06/07/1967,09/15/1994,NULL
S000817,06/07/1967,09/15/1994,NULL
S000819,06/07/1967,09/15/1994,NULL
S000822,06/07/1967,07/01/2011,NULL
S000837,06/12/1967,09/15/1994,NULL
S000840,06/12/1967,09/15/1994,NULL
S000853,06/12/1967,09/15/1994,NULL
S000855,06/12/1967,09/15/1994,NULL
S000870,06/12/1967,09/15/1994,NULL
S000872,06/12/1967,09/15/1994,NULL
S000877,06/27/2012,09/15/1994,NULL
S000879,06/27/2012,09/15/1994,NULL
S000887,06/27/2012,09/15/1994,NULL
S000893,06/12/1967,09/15/1994,NULL
S000904,10/17/1994,09/15/1994,NULL
S000905,10/17/1994,09/15/1994,NULL
S000917,06/12/1967,09/15/1994,NULL
S000922,06/12/1967,09/15/1994,NULL
S000927,06/12/1967,09/15/1994,NULL
S000935,06/12/1967,09/15/1994,NULL
S000943,06/12/1967,09/15/1994,NULL
S000957,01/01/1972,09/15/1994,NULL
S000974,06/12/1967,09/15/1994,NULL
S000977,01/01/1980,09/15/1994,NULL
S000982,01/01/1972,09/15/1994,NULL
S000984,01/01/1972,09/15/1994,NULL
S000986,01/01/1972,09/15/1994,NULL
S000997,06/15/2017,09/15/1994,NULL
S001009,06/27/2012,09/15/1994,NULL
S001016,01/01/1972,09/15/1994,NULL
S001060,08/26/2011,09/15/1994,NULL
S001087,01/01/1980,07/19/2007,NULL
S001089,01/01/1980,07/19/2007,NULL
S001091,01/01/1980,07/19/2007,NULL
S001094,01/01/1980,07/19/2007,NULL
S001096,01/01/1980,07/19/2007,NULL
S001104,04/23/2008,09/15/1994,NULL
S001107,02/18/2014,12/23/2022,NULL
S001113,09/19/2012,09/15/1994,09/19/2012
S001132,01/01/1969,06/26/2018,NULL
S001135,01/01/1980,09/15/1994,NULL
S001136,06/25/2014,08/05/2011,NULL
S001137,01/01/1975,09/15/1994,NULL
S001157,01/01/1969,09/15/1994,NULL
S001160,06/22/1967,09/15/1994,NULL
S001193,06/28/2016,06/18/1998,NULL
S001215,03/18/2010,09/15/1994,NULL
S001219,04/24/2007,09/15/1994,04/24/2007
S001233,01/01/1966,05/11/2023,NULL
S001236,01/01/1966,05/11/2023,NULL
S001259,06/23/1967,02/06/2017,NULL
S001260,06/23/1967,02/06/2017,NULL
S001264,06/23/1967,02/06/2017,NULL
S001285,06/23/1967,12/18/1995,NULL
S001294,06/23/1967,12/18/1995,NULL
S001303,06/23/1967,09/15/1994,NULL
S001305,06/23/1967,09/15/1994,NULL
S001314,06/23/1967,09/15/1994,NULL
S001328,06/23/1967,09/15/1994,NULL
S001335,06/23/1967,09/15/1994,NULL
S001346,06/23/1967,09/15/1994,NULL
S001348,06/23/1967,09/15/1994,NULL
S001364,01/01/1966,03/22/2018,NULL
S001368,01/15/2013,09/15/1994,NULL
S001379,01/01/1972,03/22/2018,NULL
S001389,01/01/1971,03/22/2018,NULL
S001392,01/01/1966,03/22/2018,NULL
S001397,01/01/1971,03/22/2018,NULL
S001402,01/15/2013,09/15/1994,NULL
S001410,01/01/1972,03/22/2018,NULL
S001425,01/01/1971,03/22/2018,NULL
S001430,01/01/1966,03/22/2018,NULL
S001446,01/01/1972,01/22/2018,NULL
S001449,01/01/1966,03/22/2018,NULL
S001450,01/01/1966,01/22/2018,NULL
S001458,01/01/1975,11/15/2012,NULL
S001471,01/01/1980,09/27/2006,NULL
S001475,02/13/1998,09/15/1994,02/13/1998
S001480,02/13/1998,09/15/1994,02/13/1998
S001486,02/13/1998,09/15/1994,02/13/1998
S001496,01/01/1975,12/16/2021,NULL
S001498,01/01/1980,01/27/2014,NULL
S001502,01/01/1980,09/15/1994,NULL
S001506,01/01/1966,03/23/2022,NULL
S001509,08/06/2018,09/15/1994,NULL
S001519,08/01/2008,09/15/1994,NULL
S001524,06/27/1967,09/15/1994,NULL
S001539,01/01/1975,09/15/1994,NULL
S001543,04/23/2008,09/15/1994,NULL
S001547,01/01/1980,07/01/2011,NULL
S001550,01/01/1980,07/01/2011,NULL
S001587,03/19/2013,09/15/1994,NULL
S001592,01/01/1975,09/15/1994,NULL
S001594,09/12/2012,09/15/1994,NULL
S001598,01/01/1975,08/03/2004,NULL
S001604,01/01/1980,09/15/1994,NULL
S001614,05/15/2008,09/15/1994,NULL
S001615,04/11/2011,09/15/1994,04/11/2011
S001620,01/01/1980,09/15/1994,NULL
S001636,01/01/1975,01/30/2019,NULL
S001643,01/01/1975,09/15/1994,NULL
S001668,01/01/1975,09/15/1994,NULL
S001671,01/01/1975,09/15/1994,NULL
S001692,01/01/1975,09/15/1994,NULL
S001708,01/01/1975,09/15/1994,NULL
S001714,01/01/1975,09/15/1994,NULL
S001716,01/01/1975,09/15/1994,NULL
S001739,01/01/1975,09/15/1994,NULL
S001766,01/01/1975,09/15/1994,NULL
S001768,01/01/1975,09/15/1994,NULL
S001771,01/01/1975,09/15/1994,NULL
S001775,01/01/1975,09/15/1994,NULL
S001780,01/01/1975,09/15/1994,NULL
S001790,08/01/2011,09/15/1994,NULL
S0018157,06/28/2010,06/28/2010,NULL
S001828,01/01/1972,09/15/1994,NULL
S001843,01/01/1972,08/18/2005,NULL
S001856,01/01/1975,05/25/2001,NULL
S001867,07/03/2013,05/31/2006,NULL
S001875,12/09/2009,09/15/1994,NULL
S001877,12/09/2009,09/15/1994,NULL
S001880,12/09/2009,09/15/1994,NULL
S001882,07/30/2008,09/15/1994,NULL
S001890,08/09/2011,09/15/1994,NULL
S001897,01/01/1969,06/22/2014,NULL
S001899,04/28/2022,09/15/1994,NULL
S001906,01/01/1980,09/15/1994,NULL
S001920,08/23/2011,09/15/1994,NULL
S001922,08/23/2011,09/15/1994,NULL
S001930,08/23/2011,09/15/1994,NULL
S001936,08/23/2011,09/15/1994,NULL
S001945,03/28/2006,09/15/1994,NULL
S001949,08/23/2011,09/15/1994,NULL
S001986,03/22/2010,09/15/1994,NULL
S001988,12/22/2009,09/15/1994,NULL
S001992,12/22/2009,09/15/1994,NULL
S002005,09/01/2011,09/15/1994,NULL
S002016,06/11/2012,09/15/1994,NULL
S002023,09/01/2011,09/15/1994,NULL
S002025,09/01/2011,09/15/1994,NULL
S002031,09/01/2011,09/15/1994,NULL
S002033,09/01/2011,09/15/1994,NULL
S002034,01/01/1975,10/09/2017,NULL
S002047,05/13/2008,09/15/1994,NULL
S002050,07/31/2008,09/15/1994,NULL
S002052,07/26/2011,09/15/1994,NULL
S002053,12/22/2009,09/15/1994,NULL
S002069,01/01/1980,08/27/2013,NULL
S002074,06/30/1967,09/15/1994,NULL
S002088,05/19/2008,09/15/1994,NULL
S002098,01/01/1980,08/05/2005,NULL
S002099,01/01/1972,05/01/2014,NULL
S002108,06/30/1967,03/08/2012,NULL
S002117,06/30/1967,03/08/2012,NULL
S002126,09/29/1982,01/13/1998,NULL
S002142,01/01/1975,01/10/2022,NULL
S002144,03/18/2014,09/15/1994,NULL
S002156,03/18/2014,09/15/1994,NULL
S002168,07/08/1998,06/29/2010,NULL
S002177,07/08/1998,06/29/2010,NULL
S002187,04/16/2007,09/15/1994,04/18/2007
S002189,04/16/2007,09/15/1994,04/18/2007
S002193,04/16/2007,09/15/1994,04/18/2007
S002215,08/08/2019,06/03/2018,NULL
S002216,01/01/1980,09/15/1994,NULL
S002241,01/01/1980,06/03/2018,NULL
S002244,01/01/1980,09/15/1994,NULL
S002250,01/01/1980,06/07/2021,NULL
S002252,01/01/1980,06/07/2021,NULL
S002257,01/01/1980,06/07/2021,NULL
S002261,01/01/1980,09/15/1994,NULL
S002274,01/01/1980,09/15/1994,NULL
S002276,01/01/1980,09/15/1994,NULL
S002304,01/01/1975,06/12/2008,NULL
S002310,06/20/2006,09/15/1994,NULL
S002339,01/01/1980,12/18/2002,NULL
S002345,04/23/2008,09/15/1994,NULL
S002346,01/01/1980,09/15/1994,NULL
S002360,08/17/2011,12/15/1995,NULL
S002362,04/23/2008,09/15/1994,05/23/2002
S002369,07/03/2008,07/02/2008,NULL
S002385,01/01/1975,08/14/2018,NULL
S002389,01/01/1972,10/09/2018,NULL
S002401,01/01/1972,10/09/2018,NULL
S002409,01/01/1980,09/15/1994,NULL
S002410,01/01/1980,09/15/1994,NULL
S002422,01/01/1980,10/05/1995,NULL
S002440,01/01/1980,03/09/2020,NULL
S002446,07/03/1967,01/01/2013,NULL
S002451,07/03/1967,06/15/2012,NULL
S002458,07/03/1967,06/15/2012,NULL
S002470,07/03/1967,06/15/2012,NULL
S002476,07/03/1967,06/15/2012,NULL
S002489,07/03/1967,01/01/2013,NULL
S002569,01/01/1966,09/15/1994,NULL
S002572,05/15/2008,09/15/1994,NULL
S002586,07/03/1967,09/15/1994,NULL
S002616,01/01/1980,09/15/1994,NULL
S002641,09/27/2018,11/09/2016,NULL
S002667,01/01/1972,08/10/2018,NULL
S002681,01/01/1975,09/15/1994,NULL
S002707,01/01/1980,03/15/2007,NULL
S002719,04/07/2006,09/15/1994,NULL
S002730,05/29/2008,10/11/1995,NULL
S002743,05/29/2008,10/11/1995,NULL
S002745,05/29/2008,10/11/1995,NULL
